msrc_transactionid,msrc_customerid,msrc_transactionsessionid,msrc_productcatalogid,msrc_transactionlocationid,msrc_transactionchanneltype,msrc_transactiontimestamp,msrc_transactiontype,msrc_paymenttype,msrc_transactionamount,msrc_discountappliedamount,msrc_ontimedelivery,msrc_customerscorereview
b09a061a-5daf-4d85-aa14-461b461592b3,2639f6a7-faa2-4563-8fd4-55ce9de3346c,435726c4-0295-4a74-ad0e-e867ee0b2286,9dc9d36e-5b57-49ff-8c43-067a4fb6ac43,ed029d40-8784-406f-9d6d-0f550997f6a3,Physical,6/23/2021 16:09,Exchange,Mobile/digital/cashless,37.879711122,0,On-time,FALSE
51109cd8-43c3-499e-99d8-e05868437ab0,a0c4eb53-639d-4eab-ae55-3d6761a5f59f,58c20dbc-5b60-4237-b4ad-5a5138006694,53ea5fbf-1647-4f33-8262-ec2ba46b6b6f,baa6cdde-e13b-4284-b9ed-c1e37a4eabb3,Physical,6/23/2021 16:41,Purchase,Mobile/digital/cashless,28.165684791,0,On-time,TRUE
cf36e9e8-d8f3-4807-9c58-5ec55b57450b,c357c4bf-d4a9-4414-ba52-86137e8170c8,2adfeb77-8ed4-4d29-90f5-04c0e1fbc5b5,4f02789e-3f90-44a1-9530-248e9b1ec709,d323210d-5187-444f-83aa-4ee0c6da6029,Physical,6/23/2021 17:12,Purchase,Cash,31.771021779,0,On-time,FALSE
787fb600-b5dd-41d1-b6b7-7298be7c9692,38b0fdb5-dfb4-4e20-bb16-7aa9159e4b09,8e57578b-0166-42c7-8b26-d952a7fd76ee,fab468d7-e141-46d6-a766-87a7cfce2b5e,bee5ad7a-5d17-4635-a720-563266fafd85,Physical,6/23/2021 18:36,Return,Credit card,29.43566877,0,On-time,FALSE
46a75134-3d76-4fbb-b092-e7b40ed3bcb5,738f4844-0c52-43d3-b98a-c979bac64622,3ce3c2ae-6c78-471b-aafd-223bab54ca03,e4cf7f61-c02b-432b-8f17-9205ff89cb06,bd76c01e-b70e-4304-84a8-b733a1f8e5e3,Digital,6/23/2021 23:37,Purchase,Debit,10.013638714,0,On-time,TRUE
b0f14f55-e501-4745-9cce-23a3ca3dd91a,38b0fdb5-dfb4-4e20-bb16-7aa9159e4b09,b064777d-a624-468a-933d-bd3e1b7f97b6,0ee9039f-45be-4755-a4ba-9946bb271bcf,bee5ad7a-5d17-4635-a720-563266fafd85,Digital,6/23/2021 2:20,Purchase,Mobile/digital/cashless,2.355093029,0,Delayed,TRUE
a97c695d-60c9-4f68-8534-ce200e25dc26,846ac517-2a0d-4af6-98bd-d9674a9970dd,5e44f683-a776-48cc-bbd7-0063b49d6413,a0d728bf-47c0-4ee7-a8e7-f8a50620765c,bee5ad7a-5d17-4635-a720-563266fafd85,Physical,6/23/2021 4:49,Purchase,Debit,5.197647035,0,On-time,TRUE
cd221f5b-e6a9-4d82-92f3-07cd30ac9d9e,b2260359-a849-4b9d-82b9-aabe8f53b036,82678f09-2ad7-487f-95d1-555d4ed5ef40,230a4227-989f-48c9-b26a-fc8bdc31fd3f,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Physical,6/23/2021 5:28,Purchase,Debit,28.699578167,5.747319272,On-time,FALSE
e7a7bb48-a52b-444c-b1f6-161094024b40,bbdb10e6-218a-47ea-9dfc-89116cd9358a,12fa98e7-2a32-4815-b2a2-fe36ae5c91bf,4d2f7502-b1cf-49a5-93b6-9080d69acd4c,2abe9d30-1f49-45c4-b9e3-9b94f1b33143,Digital,6/24/2021 12:30,Refund,Credit card,15.387691398,4.1544314,Delayed,TRUE
a32bdc28-68ed-49e1-856d-3f59ccd42a6c,b2260359-a849-4b9d-82b9-aabe8f53b036,31ea5bf7-e71b-4e17-b366-336ce9804267,3af44dca-decb-4691-9c8f-ce3f1bedd38b,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Digital,6/24/2021 18:19,Return,Credit card,34.643620754,7.333361547,Delayed,FALSE
52560a7e-c503-4fe9-956e-66d53e5391b6,ac4b423d-995a-44e2-8ffe-328442bf97e5,171de8ce-a80f-4d56-8f23-45c5b4829635,6a0b72b1-7de4-4058-8799-02d68fe315c3,bee5ad7a-5d17-4635-a720-563266fafd85,Digital,6/24/2021 20:31,Exchange,Cash,13.241863593,0,On-time,FALSE
c4ec0ebe-a8f6-41d6-94d8-b591073232f6,a39c015d-0d54-4daa-bae0-56774a753c06,676f0df9-7fb4-48d8-99a9-90baf2e08033,53ea5fbf-1647-4f33-8262-ec2ba46b6b6f,705946ad-83d7-4009-8ba5-9d584448f246,Digital,6/24/2021 4:49,Return,Debit,32.619839694,8.279132356,Delayed,FALSE
681641d3-de71-4e88-b695-62fc8cdb0a27,6386a2e5-8160-48f5-8c20-5e2dd5a60e62,b2b3e786-1b4f-4dce-bb5d-f79d9d21ae00,dfbfa7e4-0881-4ae1-bfae-93bb77e02f27,22b5163e-1e78-47a3-bdeb-90d97d5cfa64,Physical,6/25/2021 12:10,Purchase,Mobile/digital/cashless,10.393378834,0,Delayed,TRUE
c672e2e8-0215-4a91-941a-d3732cc9660d,b2260359-a849-4b9d-82b9-aabe8f53b036,82678f09-2ad7-487f-95d1-555d4ed5ef40,5916a959-b9f3-4dbc-8dfe-d5ae11bdbfa9,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Digital,6/25/2021 12:14,Purchase,Credit card,40.351641727,0,On-time,TRUE
4f30f285-e082-453d-b996-c082fcbb5622,beecf646-5059-4a1e-9a89-09c4d7c885aa,0013f041-6c39-4766-867f-ce7ca60a19b3,5916a959-b9f3-4dbc-8dfe-d5ae11bdbfa9,2abe9d30-1f49-45c4-b9e3-9b94f1b33143,Digital,6/25/2021 16:43,Purchase,Credit card,13.661203497,1.560155577,Delayed,FALSE
a06ba87c-9e03-4ad9-92b2-8f78556cb658,cb988669-e2d8-48ff-bbe5-a60773e6a7f5,0013d170-ff92-44d0-9f5f-12acf8f2f455,3af44dca-decb-4691-9c8f-ce3f1bedd38b,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Digital,6/25/2021 19:41,Purchase,Debit,20.006828284,4.004943302,Delayed,FALSE
c9913fe0-e9ba-4838-8765-91a69d6db472,b2260359-a849-4b9d-82b9-aabe8f53b036,31ea5bf7-e71b-4e17-b366-336ce9804267,fab468d7-e141-46d6-a766-87a7cfce2b5e,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Physical,6/25/2021 19:55,Refund,Debit,4.978605985,0,On-time,TRUE
c03b330a-49b5-4956-874d-fd7495dbd20f,a0c4eb53-639d-4eab-ae55-3d6761a5f59f,58c20dbc-5b60-4237-b4ad-5a5138006694,3842d9c1-11fa-4d28-8b34-d67d983bd503,baa6cdde-e13b-4284-b9ed-c1e37a4eabb3,Digital,6/25/2021 21:12,Purchase,Cash,9.137983261,0,On-time,FALSE
c95cf569-9b07-4fd2-b4e3-3c68f157c363,eedf4d89-56a0-41c9-9048-1a793ba2c8e8,f876cec3-0803-40a9-8307-78fd72b47f4b,a9bf3b52-c1e9-43c7-8804-002d86e2f1f9,705946ad-83d7-4009-8ba5-9d584448f246,Digital,6/25/2021 22:13,Purchase,Credit card,3.973102305,0,Delayed,TRUE
92987367-5dc4-4198-b700-0294590362d2,cd6c0fd6-6808-424b-be75-d1f68fdd17f6,7c1a801a-19b0-4ea1-9ba5-a10560fc51d9,8b7f4bf7-93cd-4318-883c-cf533ad43740,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Physical,6/25/2021 6:58,Exchange,Cash,34.492728136,7.465299918,On-time,TRUE
4f6f5faa-df76-42a5-978e-94df4ad4d4f4,3e078aba-efe6-40e2-967b-743c1e19203c,b7f490e3-7045-450d-84f1-e90b96bd0f41,81ed874b-f763-4143-aa36-602ad6628068,baa6cdde-e13b-4284-b9ed-c1e37a4eabb3,Digital,6/25/2021 9:07,Purchase,Cash,43.448259156,0,Delayed,FALSE
d5249877-4f00-4f6d-b0ff-6825cfeec5ea,ac4b423d-995a-44e2-8ffe-328442bf97e5,171de8ce-a80f-4d56-8f23-45c5b4829635,a360fbbd-0487-48d9-bce9-d26dd784bdf9,bee5ad7a-5d17-4635-a720-563266fafd85,Physical,6/26/2021 0:10,Purchase,Cash,12.835016099,0,On-time,TRUE
2217bb2b-5723-473f-b7bd-54942372b41f,a0c4eb53-639d-4eab-ae55-3d6761a5f59f,58c20dbc-5b60-4237-b4ad-5a5138006694,b07213f3-e39f-4a6e-a94b-55e407f30491,baa6cdde-e13b-4284-b9ed-c1e37a4eabb3,Physical,6/26/2021 10:25,Refund,Debit,10.410602916,1.205854817,Delayed,TRUE
a4c2341a-1504-47fc-9941-79810f7ca3be,0fec12ff-a673-47e4-b50c-fe773062dce3,1dea31b6-1993-4087-80f5-0e928ddc4b9a,cad3a090-91aa-4c30-819e-9f5ce5e657c0,257f92dc-66fc-4c77-936b-a695055bc0fb,Physical,6/26/2021 12:49,Refund,Credit card,4.373190496,0,On-time,TRUE
c40d98e0-474c-4051-a953-87514faf61f7,ad6522ab-f3ec-4a65-9584-7fe13f8dc4da,b0745753-8dbd-4c44-bd93-840e1f437ade,e4cf7f61-c02b-432b-8f17-9205ff89cb06,d323210d-5187-444f-83aa-4ee0c6da6029,Physical,6/26/2021 15:27,Return,Cash,29.178662736,0,On-time,TRUE
2def058a-0074-4538-8507-86d4961c85dc,eedf4d89-56a0-41c9-9048-1a793ba2c8e8,f876cec3-0803-40a9-8307-78fd72b47f4b,81ed874b-f763-4143-aa36-602ad6628068,705946ad-83d7-4009-8ba5-9d584448f246,Physical,6/26/2021 15:44,Refund,Credit card,2.763369164,0,On-time,FALSE
4fce22ba-d23c-4c73-8d7e-0f084a2551c9,b6fadde2-cc90-4a19-9167-6f94e59f1d86,29916751-cbd0-4e99-8f63-aafb413299c6,53ea5fbf-1647-4f33-8262-ec2ba46b6b6f,22b5163e-1e78-47a3-bdeb-90d97d5cfa64,Digital,6/26/2021 2:20,Purchase,Debit,18.373092918,0,Delayed,TRUE
8d9b9618-390a-4ac6-8507-a5d07f047575,beecf646-5059-4a1e-9a89-09c4d7c885aa,5cd0d2e0-c1fb-4598-831e-8db9072eca22,53ea5fbf-1647-4f33-8262-ec2ba46b6b6f,2abe9d30-1f49-45c4-b9e3-9b94f1b33143,Digital,6/26/2021 4:02,Refund,Debit,36.763151241,9.301165213,Delayed,TRUE
fe1b4553-3240-4ee2-b05f-001202cd20a7,981f4e82-00c1-484d-bfcc-b3c41bd07583,2fe8d37e-34e0-464f-aec2-9e9ade07b93b,2d20179a-5c8a-4e3d-a71a-6da74136ca29,705946ad-83d7-4009-8ba5-9d584448f246,Physical,6/26/2021 7:51,Purchase,Cash,8.256713426,0,Delayed,FALSE
95c8bc95-6dc7-4afc-b69c-b844d4e89676,0424b67a-1aa1-4cb2-b5c2-d800d8a22d61,f37b4a58-1ca2-49ac-ada6-33c8db181b6e,de5406a1-3c1a-4402-b33b-b127bd00b94b,705946ad-83d7-4009-8ba5-9d584448f246,Digital,6/26/2021 9:14,Purchase,Mobile/digital/cashless,11.868980553,0,On-time,TRUE
be277ffe-b600-438a-a2e3-79877d33782a,cd6c0fd6-6808-424b-be75-d1f68fdd17f6,2df465be-3787-47d0-bc8c-daa3422b4c5f,6a0b72b1-7de4-4058-8799-02d68fe315c3,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Digital,6/27/2021 13:18,Purchase,Credit card,12.247039719,0,Delayed,FALSE
ebe6c0a4-3bd8-472a-b1b4-5cdd7d994348,bbdb10e6-218a-47ea-9dfc-89116cd9358a,ccf1bd33-e1a3-4f14-b603-541993bb3d49,61013c35-7226-41bf-8c06-f60490a60de2,03d6a07a-6c02-4f9a-911b-91f065253518,Physical,6/27/2021 14:46,Purchase,Debit,19.971632492,0,Delayed,TRUE
cd7a4957-633a-45cd-a5ed-1b1ef5e719b0,9b64841e-3493-4bab-a657-236a3e0e21f9,7362cf78-fc14-4107-873d-a20917435e13,b07213f3-e39f-4a6e-a94b-55e407f30491,bee5ad7a-5d17-4635-a720-563266fafd85,Digital,6/27/2021 15:24,Refund,Cash,5.938879077,0,On-time,TRUE
2c223f04-afc7-4e1d-8b00-20bf8c97cba2,2639f6a7-faa2-4563-8fd4-55ce9de3346c,435726c4-0295-4a74-ad0e-e867ee0b2286,33228d36-309b-4f86-b3e6-41717a6849d0,d323210d-5187-444f-83aa-4ee0c6da6029,Digital,6/27/2021 15:34,Return,Mobile/digital/cashless,30.55856329,0,Delayed,TRUE
8e662277-bbf7-4588-a8ed-9e3f5e250565,0424b67a-1aa1-4cb2-b5c2-d800d8a22d61,65262311-2cf2-4fe6-822d-49824ca4b896,cad3a090-91aa-4c30-819e-9f5ce5e657c0,baa6cdde-e13b-4284-b9ed-c1e37a4eabb3,Digital,6/27/2021 21:44,Purchase,Credit card,42.002828528,0,Delayed,FALSE
5e1f8fef-3015-4615-9bb0-b9669856f3d3,552c8115-ebf0-4a34-9be1-0733794da1e3,2ca4a7ea-fcf9-4294-abde-f732557d1553,15eafaea-d066-4914-9712-f95eccba3b9b,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Physical,6/27/2021 5:39,Purchase,Credit card,7.935209461,0,Delayed,TRUE
18758ff7-c04e-45ce-be7c-c2f53e341bef,cd6c0fd6-6808-424b-be75-d1f68fdd17f6,7c1a801a-19b0-4ea1-9ba5-a10560fc51d9,a360fbbd-0487-48d9-bce9-d26dd784bdf9,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Physical,6/27/2021 9:03,Purchase,Cash,10.977844685,0,On-time,FALSE
4544d055-7511-4d27-841e-d5e44f2fe88e,a39c015d-0d54-4daa-bae0-56774a753c06,676f0df9-7fb4-48d8-99a9-90baf2e08033,b07213f3-e39f-4a6e-a94b-55e407f30491,705946ad-83d7-4009-8ba5-9d584448f246,Digital,6/28/2021 13:29,Purchase,Cash,7.304683879,0,Delayed,FALSE
5ebcad4f-005e-406d-a4df-0fb02e08d7c8,cb988669-e2d8-48ff-bbe5-a60773e6a7f5,ae41676e-f486-436d-a26c-d0f58e68423a,230a4227-989f-48c9-b26a-fc8bdc31fd3f,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Physical,6/28/2021 16:17,Exchange,Credit card,23.158292176,0,On-time,FALSE
4716e974-e953-422a-9d3b-83b0e7effd98,28c6dcf6-8cf0-4910-9193-e7307d11c089,b0fb3e20-9e20-49e0-978e-56909a4f2ec9,e1c18697-fbfc-4851-957c-2f49953f781d,d323210d-5187-444f-83aa-4ee0c6da6029,Digital,6/28/2021 17:39,Purchase,Cash,9.359861333,0,Delayed,TRUE
a7f8d090-62b3-4209-83c2-2dbff8477262,9583d68a-6333-49de-b7a5-f598146a62a2,4e947e56-6d6a-4867-9631-48e2b92f3d85,a0d728bf-47c0-4ee7-a8e7-f8a50620765c,22b5163e-1e78-47a3-bdeb-90d97d5cfa64,Physical,6/28/2021 1:11,Purchase,Mobile/digital/cashless,4.042769552,0,On-time,FALSE
3d93c627-1e83-4476-9400-bb3ce3d3fd44,28c6dcf6-8cf0-4910-9193-e7307d11c089,b0fb3e20-9e20-49e0-978e-56909a4f2ec9,133cabbc-7982-4ddd-be15-3953a70ed670,d323210d-5187-444f-83aa-4ee0c6da6029,Digital,6/28/2021 21:18,Return,Credit card,10.136802658,0,On-time,TRUE
f1efd7aa-39cd-4c10-bc88-87adf8dc4aad,0fec12ff-a673-47e4-b50c-fe773062dce3,9befc7c6-55aa-4ab1-8708-7432aa82bd9f,e9adcb1e-fc0e-45ad-8470-6f67a7090cdc,257f92dc-66fc-4c77-936b-a695055bc0fb,Physical,6/28/2021 22:17,Refund,Credit card,31.763478137,0,On-time,TRUE
0df77390-6d1b-4a13-a8ae-fb814760986c,c357c4bf-d4a9-4414-ba52-86137e8170c8,1a26e09e-f2c5-4533-bcaf-4bdadb055731,fab468d7-e141-46d6-a766-87a7cfce2b5e,d323210d-5187-444f-83aa-4ee0c6da6029,Physical,6/28/2021 22:29,Purchase,Debit,16.340475114,1.003652521,Delayed,TRUE
7e418d32-bd53-45da-b24f-77837779a180,cb988669-e2d8-48ff-bbe5-a60773e6a7f5,d0b6b367-231e-4a08-bf0d-bdec06863eab,2d20179a-5c8a-4e3d-a71a-6da74136ca29,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Digital,6/28/2021 8:42,Purchase,Cash,13.002742691,0,On-time,FALSE
4e5e2003-f483-4067-9629-7b471cff3390,a059152d-db29-46c6-b65a-25b5823ee83b,200878b3-3d9c-4266-9d65-15776be617b6,6a0b72b1-7de4-4058-8799-02d68fe315c3,baa6cdde-e13b-4284-b9ed-c1e37a4eabb3,Physical,6/29/2021 1:44,Purchase,Cash,9.688880844,0.806307572,On-time,TRUE
f1cef658-017d-4ff4-86d3-abda33c17c89,cb988669-e2d8-48ff-bbe5-a60773e6a7f5,0013d170-ff92-44d0-9f5f-12acf8f2f455,30a00332-31cb-4524-a89a-13e415000adc,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Physical,6/29/2021 20:23,Purchase,Debit,43.220062447,0,On-time,TRUE
453e595f-dc28-4d21-96fd-c13dff392d1e,a39c015d-0d54-4daa-bae0-56774a753c06,676f0df9-7fb4-48d8-99a9-90baf2e08033,d5667f01-46a5-43ff-9668-7f5dba1142cc,705946ad-83d7-4009-8ba5-9d584448f246,Digital,6/29/2021 20:25,Purchase,Debit,43.069859887,0,On-time,TRUE
4022442d-5fad-4916-bbf8-4c3e5433f2dc,f586b45c-cc91-4ccc-9130-5ccf186ba501,1ee1aa23-27fb-4ef1-b4b6-eea3549bf5dc,30a00332-31cb-4524-a89a-13e415000adc,22b5163e-1e78-47a3-bdeb-90d97d5cfa64,Digital,6/29/2021 2:46,Purchase,Cash,22.529542416,1.756325107,Delayed,TRUE
7ba86b47-df33-4c74-b2a1-5a5f51283be7,846ac517-2a0d-4af6-98bd-d9674a9970dd,5e44f683-a776-48cc-bbd7-0063b49d6413,e4cf7f61-c02b-432b-8f17-9205ff89cb06,bee5ad7a-5d17-4635-a720-563266fafd85,Physical,6/29/2021 5:35,Purchase,Mobile/digital/cashless,11.589270814,0,On-time,FALSE
44b03603-57cd-436e-b65d-f6e32c2d9f97,cb988669-e2d8-48ff-bbe5-a60773e6a7f5,ae41676e-f486-436d-a26c-d0f58e68423a,15eafaea-d066-4914-9712-f95eccba3b9b,bee5ad7a-5d17-4635-a720-563266fafd85,Physical,6/29/2021 8:28,Purchase,Debit,36.211572646,0,Delayed,TRUE
bfe7455e-5253-46c2-93ea-f8844d02a652,cc150d14-7afc-4c59-895a-e3e9e93b07f0,74fa48fe-bd5f-4d57-bba3-5456fa23a92e,51716622-e7ff-44f2-b388-9cee6719eb66,bee5ad7a-5d17-4635-a720-563266fafd85,Digital,6/29/2021 9:53,Purchase,Debit,11.705596915,0,Delayed,TRUE
002e29af-cf06-47cb-93b8-018874260aa8,a39c015d-0d54-4daa-bae0-56774a753c06,c37f778b-151d-4d88-a7a1-d544d6c43019,de5406a1-3c1a-4402-b33b-b127bd00b94b,705946ad-83d7-4009-8ba5-9d584448f246,Digital,6/3/2021 0:35,Purchase,Credit card,18.888932864,0,On-time,FALSE
884c1535-be9a-4dee-b715-2b8a5b80bb82,eedf4d89-56a0-41c9-9048-1a793ba2c8e8,f876cec3-0803-40a9-8307-78fd72b47f4b,df6065fa-3937-4b23-b06d-49d60ed7a2cc,705946ad-83d7-4009-8ba5-9d584448f246,Digital,6/3/2021 11:24,Purchase,Debit,3.014238061,0,Delayed,FALSE
c9968a6f-6946-4c41-9d8a-e9f50f148bfb,28c6dcf6-8cf0-4910-9193-e7307d11c089,b0fb3e20-9e20-49e0-978e-56909a4f2ec9,d9bab339-e174-461d-a2ad-10591a2101b8,d323210d-5187-444f-83aa-4ee0c6da6029,Physical,6/3/2021 17:57,Refund,Debit,12.481910716,0,On-time,TRUE
1b59efc6-bf18-45fb-8662-25b067eb6327,ad6522ab-f3ec-4a65-9584-7fe13f8dc4da,7d38fb91-73f8-4ee4-ac96-b1556349c8d6,e1c18697-fbfc-4851-957c-2f49953f781d,d323210d-5187-444f-83aa-4ee0c6da6029,Digital,6/3/2021 19:15,Purchase,Credit card,3.294504908,0,Delayed,FALSE
c8ec93a0-d9c0-408f-be51-98f0f48c13f8,9b64841e-3493-4bab-a657-236a3e0e21f9,7362cf78-fc14-4107-873d-a20917435e13,6a0b72b1-7de4-4058-8799-02d68fe315c3,22b5163e-1e78-47a3-bdeb-90d97d5cfa64,Physical,6/3/2021 23:41,Purchase,Debit,24.621441909,0,On-time,TRUE
db019544-0d02-470f-a327-66bdcb4ceed1,eedf4d89-56a0-41c9-9048-1a793ba2c8e8,f876cec3-0803-40a9-8307-78fd72b47f4b,ac52cb17-f012-4822-8d51-e9731ef596a4,705946ad-83d7-4009-8ba5-9d584448f246,Digital,6/3/2021 2:41,Refund,Credit card,37.019710707,0,On-time,FALSE
a2283fa8-63b7-46c9-8cd4-468a49329c32,738f4844-0c52-43d3-b98a-c979bac64622,3ce3c2ae-6c78-471b-aafd-223bab54ca03,3af44dca-decb-4691-9c8f-ce3f1bedd38b,bd76c01e-b70e-4304-84a8-b733a1f8e5e3,Digital,6/4/2021 0:18,Purchase,Cash,23.169346445,0,On-time,TRUE
15f28da5-0df6-4634-9150-fd178d934c03,eedf4d89-56a0-41c9-9048-1a793ba2c8e8,f876cec3-0803-40a9-8307-78fd72b47f4b,a9bf3b52-c1e9-43c7-8804-002d86e2f1f9,705946ad-83d7-4009-8ba5-9d584448f246,Physical,6/4/2021 0:58,Purchase,Cash,11.629689782,0,On-time,FALSE
2b3cc693-f451-46f4-8940-d81e2d73cd24,beecf646-5059-4a1e-9a89-09c4d7c885aa,0013f041-6c39-4766-867f-ce7ca60a19b3,6c48fd82-c59a-4f5e-a3b2-11ed13137f4a,2abe9d30-1f49-45c4-b9e3-9b94f1b33143,Digital,6/4/2021 13:38,Purchase,Cash,41.573262776,0,On-time,TRUE
c6086340-313b-47f0-be13-de3afd0b845e,c357c4bf-d4a9-4414-ba52-86137e8170c8,1a26e09e-f2c5-4533-bcaf-4bdadb055731,a0d728bf-47c0-4ee7-a8e7-f8a50620765c,d323210d-5187-444f-83aa-4ee0c6da6029,Digital,6/4/2021 17:24,Purchase,Mobile/digital/cashless,22.336942137,0,Delayed,TRUE
2363527b-a462-4804-805e-a8978d470f27,cb988669-e2d8-48ff-bbe5-a60773e6a7f5,0013d170-ff92-44d0-9f5f-12acf8f2f455,e1c18697-fbfc-4851-957c-2f49953f781d,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Physical,6/4/2021 1:13,Purchase,Credit card,40.58700282,3.388499329,Delayed,TRUE
78d9f290-816f-4560-b8ee-c95241782b86,b6fadde2-cc90-4a19-9167-6f94e59f1d86,29916751-cbd0-4e99-8f63-aafb413299c6,81ed874b-f763-4143-aa36-602ad6628068,22b5163e-1e78-47a3-bdeb-90d97d5cfa64,Digital,6/4/2021 20:27,Refund,Debit,42.024404166,2.420260556,Delayed,FALSE
e0019dbe-29ee-4938-bf70-42d97a5c131b,c357c4bf-d4a9-4414-ba52-86137e8170c8,ec668090-88cb-45b9-b4a7-c6e4f698ab18,217d17ca-a715-4937-b96c-471c8412caab,ed029d40-8784-406f-9d6d-0f550997f6a3,Physical,6/4/2021 23:14,Purchase,Mobile/digital/cashless,8.292740231,0,On-time,FALSE
3cd0349d-31e3-41f1-ba66-850343323e21,9583d68a-6333-49de-b7a5-f598146a62a2,f0f9954f-8059-4dd0-8084-7a402ae19677,fa5799a6-4792-4ae1-8299-7d992fed13ce,22b5163e-1e78-47a3-bdeb-90d97d5cfa64,Digital,6/4/2021 4:15,Purchase,Mobile/digital/cashless,43.313444211,0,On-time,TRUE
86448e3a-bd63-4739-9536-1e7ba1ff5949,552c8115-ebf0-4a34-9be1-0733794da1e3,772b31d7-db7f-4600-866a-0e43fd4f4645,fab468d7-e141-46d6-a766-87a7cfce2b5e,d323210d-5187-444f-83aa-4ee0c6da6029,Digital,6/5/2021 17:39,Purchase,Cash,34.181726998,0,On-time,TRUE
feb3f608-f84a-4399-a425-9b99ff1749bc,9583d68a-6333-49de-b7a5-f598146a62a2,f0f9954f-8059-4dd0-8084-7a402ae19677,15eafaea-d066-4914-9712-f95eccba3b9b,22b5163e-1e78-47a3-bdeb-90d97d5cfa64,Physical,6/5/2021 1:57,Purchase,Cash,10.562835259,0,Delayed,FALSE
8ac969e9-7973-42ba-96aa-412ba2185300,cb988669-e2d8-48ff-bbe5-a60773e6a7f5,d0b6b367-231e-4a08-bf0d-bdec06863eab,1aa5db0d-fefe-43b8-ba79-281433c4efe3,1d33fb9e-992f-4abf-9f23-067d34f1a3f0,Digital,6/5/2021 21:05,Return,Debit,12.400279535,0,On-time,TRUE
dda8b10d-fa86-4551-b8f4-2a8108eb877b,beecf646-5059-4a1e-9a89-09c4d7c885aa,0013f041-6c39-4766-867f-ce7ca60a19b3,15eafaea-d066-4914-9712-f95eccba3b9b,2abe9d30-1f49-45c4-b9e3-9b94f1b33143,Digital,6/5/2021 22:30,Purchase,Cash,3.745361982,0,Delayed,TRUE
365aac98-1917-454f-bed5-af29eb62cbd4,5c34469e-b3de-4490-84bb-1034083203b5,afe8d70d-f12a-4ac4-a917-b99a68c0893a,3842d9c1-11fa-4d28-8b34-d67d983bd503,ed029d40-8784-406f-9d6d-0f550997f6a3,Physical,6/5/2021 4:32,Exchange,Mobile/digital/cashless,40.83360685,0,On-time,TRUE
972648fd-a829-42ce-a970-07563af374ed,738f4844-0c52-43d3-b98a-c979bac64622,21de93e9-c15b-496f-9c52-37fc023e3a19,3af44dca-decb-4691-9c8f-ce3f1bedd38b,bd76c01e-b70e-4304-84a8-b733a1f8e5e3,Physical,6/5/2021 5:54,Purchase,Debit,37.390121696,0,On-time,FALSE
bc9c6ffb-6fe2-41fe-bd0f-c0b3ce8e8a48,993484ac-e63e-4e08-ad45-3649ce013673,0ef7baac-9da8-42bc-9c61-fb0164c76392,6ed35ecf-3e54-44f3-9b19-bb20ff52b8c8,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Physical,6/5/2021 7:12,Purchase,Credit card,11.230905879,0.43567382,On-time,TRUE
8550622b-596c-4656-a3fc-528b1031c30d,cd6c0fd6-6808-424b-be75-d1f68fdd17f6,e554438a-0d9a-4bc0-a21e-73f61ff6d026,9dc9d36e-5b57-49ff-8c43-067a4fb6ac43,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Digital,6/5/2021 7:30,Purchase,Mobile/digital/cashless,10.273207937,0,On-time,FALSE
7ece1cc1-f936-4c99-aab4-b2ce6fbba841,3e078aba-efe6-40e2-967b-743c1e19203c,b7f490e3-7045-450d-84f1-e90b96bd0f41,0de52113-9821-4c84-a565-c310299b3683,2abe9d30-1f49-45c4-b9e3-9b94f1b33143,Physical,6/5/2021 7:43,Return,Mobile/digital/cashless,26.419606068,0,Delayed,TRUE
86b97fa5-fe33-4664-94b5-5e5137b481dd,38b0fdb5-dfb4-4e20-bb16-7aa9159e4b09,b064777d-a624-468a-933d-bd3e1b7f97b6,0df65236-4a75-45e0-aa67-95a4f67351b1,bee5ad7a-5d17-4635-a720-563266fafd85,Digital,6/6/2021 12:16,Purchase,Mobile/digital/cashless,37.186033282,0,On-time,FALSE
de0ff90b-338b-4d9d-a733-2f7a30bdcbc0,745e0710-5ec6-4c08-a4e0-1e33df4312e3,cf273cb4-5daa-49de-adb4-2505e1793061,51716622-e7ff-44f2-b388-9cee6719eb66,257f92dc-66fc-4c77-936b-a695055bc0fb,Physical,6/6/2021 21:22,Purchase,Credit card,7.110129238,1.562468545,On-time,FALSE
